string_len_counts_1,string_len_counts_2,string_len_counts_3,string_len_counts_4,string_len_counts_5,string_len_counts_6,string_len_counts_7,string_len_counts_8,string_len_counts_9,string_len_counts_10,string_len_counts_11,string_len_counts_12,string_len_counts_13,string_len_counts_14,string_len_counts_15,string_len_counts_16,string_len_counts_17,string_len_counts_18,string_len_counts_19,string_len_counts_20,string_len_counts_21,string_len_counts_22,string_len_counts_23,string_len_counts_24,string_len_counts_25,string_len_counts_26,string_len_counts_27,string_len_counts_28,string_len_counts_29,string_len_counts_30,string_len_counts_31,string_len_counts_32,string_len_counts_33,string_len_counts_34,string_len_counts_35,string_len_counts_36,string_len_counts_37,string_len_counts_38,string_len_counts_39,string_len_counts_40,string_len_counts_41,string_len_counts_42,string_len_counts_43,string_len_counts_44,string_len_counts_45,string_len_counts_46,string_len_counts_47,string_len_counts_48,string_len_counts_49,string_len_counts_50,string_len_counts_51,string_len_counts_52,string_len_counts_53,string_len_counts_54,string_len_counts_55,string_len_counts_56,string_len_counts_57,string_len_counts_58,string_len_counts_59,string_len_counts_60,string_len_counts_61,string_len_counts_62,string_len_counts_63,string_len_counts_64,string_len_counts_65,string_len_counts_66,string_len_counts_67,string_len_counts_68,string_len_counts_69,string_len_counts_70,string_len_counts_71,string_len_counts_72,string_len_counts_73,string_len_counts_74,string_len_counts_75,string_len_counts_76,string_len_counts_77,string_len_counts_78,string_len_counts_79,string_len_counts_80,string_len_counts_81,string_len_counts_82,string_len_counts_83,string_len_counts_84,string_len_counts_85,string_len_counts_86,string_len_counts_87,string_len_counts_88,string_len_counts_89,string_len_counts_90,string_len_counts_91,string_len_counts_92,string_len_counts_93,string_len_counts_94,string_len_counts_95,string_len_counts_96,string_len_counts_97,string_len_counts_98,string_len_counts_99,string_len_counts_0_10,string_len_counts_10_30,string_len_counts_30_60,string_len_counts_60_90,string_len_counts_0_100,string_len_counts_100_150,string_len_counts_150_250,string_len_counts_250_400,string_len_counts_400_600,string_len_counts_600_900,string_len_counts_900_1300,string_len_counts_1300_2000,string_len_counts_2000_3000,string_len_counts_3000_6000,string_len_counts_6000_15000,string_total_len,string_ratio
381,150,952,489,43,5,6,9,11,10,12,14,12,10,6,15,2,7,4,3,3,2,4,1,5,4,3,1,1,0,3,2,1,0,2,2,0,1,1,1,0,0,1,0,1,4,0,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2056,109,26,3,2195,0,0,0,0,1,0,0,0,0,1,24886,0.195989793346774
605,119,48,9,6,0,3,6,5,4,5,3,1,8,3,3,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,31,0,0,836,0,0,0,0,0,0,0,0,0,1,1469,0.00228434763136943
1002,431,247,27,24,14,5,11,5,10,16,12,8,6,4,6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,56,0,0,1832,0,0,0,0,0,0,0,0,0,1,3010,0.00128472601617133
3093,539,257,63,33,14,15,40,19,17,24,39,20,33,17,18,10,17,17,11,11,9,10,14,12,14,9,12,6,4,1,4,0,5,5,9,4,4,0,4,1,1,4,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4090,307,49,2,4449,4,2,0,2,0,0,0,0,0,1,14637,0.0305426181891026
968,360,219,37,16,5,4,6,2,4,7,6,2,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,30,0,0,1651,0,0,0,0,0,0,0,0,0,1,2351,0.000752260300622543
984,404,198,49,14,8,0,6,10,11,12,8,0,10,6,12,0,4,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,58,0,0,1742,0,0,0,0,0,0,0,0,0,1,3006,0.00128301873907343
957,364,213,39,16,5,4,6,2,4,7,6,2,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,30,0,0,1640,0,0,0,0,0,0,0,0,0,1,2346,0.000750660427588467
1025,418,211,35,24,13,3,16,5,10,16,12,8,6,4,6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,56,0,0,1816,0,0,0,0,0,0,0,0,0,1,3036,0.00129582331730769
8873,1695,1027,205,218,28,78,27,33,13,22,11,14,12,15,8,15,6,9,4,4,3,4,1,4,12,4,6,2,1,1,4,0,1,2,4,3,1,0,2,1,1,3,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12197,157,31,0,12386,1,2,0,0,0,0,0,0,0,1,19479,0.0161589230371044
16621,1619,1041,368,261,60,42,52,25,22,23,20,5,7,10,10,14,8,11,9,9,7,8,8,11,9,12,10,16,18,18,27,31,21,43,44,37,35,49,55,50,55,56,67,63,51,62,59,70,70,50,53,34,57,53,53,34,50,44,40,32,47,25,30,33,29,19,18,12,13,16,17,14,7,2,7,8,10,8,4,7,7,13,8,5,6,9,11,12,10,10,8,7,3,6,7,5,6,13,20111,225,1431,439,22271,331,63,6,0,0,0,0,1,0,1,185865,0.185213050063776
2174,66,99,15,2,1,0,4,3,3,6,4,1,2,2,5,4,1,2,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,35,0,0,2402,0,0,0,0,0,0,0,0,0,1,3073,0.0127160023834746
6642,2175,1095,94,33,50,22,53,36,38,49,64,30,45,28,42,17,16,23,15,8,15,14,6,5,8,2,5,1,0,1,1,0,2,0,5,2,1,0,1,1,0,2,3,1,0,0,0,0,0,0,3,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10238,393,29,0,10660,1,3,0,0,0,0,0,0,0,1,20200,0.067556720890411
9159,5936,869,580,119,50,41,36,28,27,31,24,13,17,26,26,10,13,12,16,9,2,5,3,2,1,0,2,1,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16845,213,11,1,17070,0,0,0,0,0,0,0,0,0,1,24187,0.107364169034091
971,141,33,7,1,1,0,1,1,2,2,0,9,3,0,9,4,3,2,2,1,1,2,3,2,3,5,2,0,1,3,0,2,1,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,54,19,7,1238,0,0,0,0,0,0,1,0,0,1,4936,0.0118144914215686
8870,443,421,41,109,20,45,24,24,14,19,11,12,12,13,8,14,6,9,5,4,3,4,1,4,12,3,6,2,1,1,4,0,1,2,4,3,1,0,2,1,1,3,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10011,149,31,0,10192,1,2,0,0,0,0,0,0,0,1,15930,0.0134872442672862
1019,426,241,39,20,10,2,13,7,14,14,12,8,6,2,6,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,54,0,0,1845,0,0,0,0,0,0,0,0,0,1,3059,0.00130564016062063
2781,932,113,48,25,23,19,17,14,7,12,17,16,13,11,8,9,6,7,5,3,0,4,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979,116,4,0,4099,0,0,1,0,0,0,0,0,0,1,6974,0.0486467633928571
3065,823,231,85,36,20,17,39,18,16,27,41,21,32,17,18,10,16,17,11,11,7,9,10,12,13,9,12,6,4,1,4,0,5,5,9,4,3,0,4,1,1,4,2,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4350,303,49,3,4706,2,2,0,2,0,0,0,0,0,1,14688,0.03515625
477,18,4,1,2,0,1,1,1,3,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,10,0,0,518,0,0,0,0,0,0,0,0,0,1,701,0.0100672104779412
1189,301,119,40,17,13,1,5,6,12,14,16,6,10,0,8,2,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,64,0,0,1767,0,0,0,0,0,0,0,0,0,1,3053,0.00130080511016579
10829,1189,2129,122,720,17,249,20,117,12,64,16,33,21,19,13,11,9,10,6,6,4,9,3,7,10,4,5,3,1,1,4,0,1,3,5,4,2,0,2,1,1,3,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15404,254,34,2,15695,1,2,0,0,0,0,0,0,0,1,27588,0.0125894421728972
10027,6048,776,517,111,58,34,38,35,48,55,46,32,39,39,46,28,40,24,20,11,14,7,2,4,5,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17692,421,4,4,18121,0,0,0,0,0,0,0,0,0,1,28352,0.123604910714286
3109,489,274,91,34,13,15,39,21,16,25,42,20,35,17,18,10,16,16,12,11,7,9,14,12,14,9,12,6,4,1,4,0,5,5,9,4,4,0,4,1,1,4,2,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4101,309,51,2,4464,4,2,0,2,0,0,0,0,0,1,14826,0.0309369991987179
2902,2914,100,1121,10,541,6,312,9,170,16,88,6,57,4,23,3,11,5,10,3,2,5,1,2,6,2,1,0,1,0,1,0,0,0,3,2,0,0,1,1,0,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8085,246,16,0,8348,1,2,0,0,0,0,0,0,0,1,22981,0.00979161553773997
6436,1876,682,242,94,39,19,13,10,7,9,14,7,9,6,3,1,5,5,5,3,3,4,1,2,0,1,0,0,0,0,2,0,0,0,4,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9418,78,15,0,9511,0,0,0,0,0,0,0,0,0,1,12921,0.0235413508628731
752,242,69,27,11,7,2,5,11,8,14,17,3,11,6,6,5,6,5,6,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,85,0,0,1219,0,0,0,0,0,0,0,0,0,1,2791,0.00516209457859848
3538,203,55,7,6,2,9,9,17,13,22,30,16,15,17,12,4,10,5,3,4,2,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859,149,1,2,4011,0,0,0,0,0,0,0,0,0,1,6665,0.0307018352004717
13492,700,591,60,147,17,60,24,28,14,20,11,13,12,16,9,14,6,9,4,3,3,4,0,4,12,3,6,2,1,1,4,0,1,2,4,3,1,0,2,1,1,3,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15133,152,31,0,15317,1,2,0,0,0,0,0,0,0,1,21388,0.0181082362503387
996,440,214,34,12,6,3,11,6,12,14,12,8,6,2,6,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,54,0,0,1788,0,0,0,0,0,0,0,0,0,1,2901,0.0012382027152535
5994,413,1322,52,551,18,267,27,173,18,121,31,51,39,35,14,15,12,17,8,5,6,12,2,6,11,5,5,2,1,1,3,0,1,2,4,4,1,0,2,1,1,3,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8835,398,29,0,9263,1,2,0,0,0,0,0,0,0,1,22391,0.00852816339216069
797,359,120,101,25,10,4,8,2,7,8,6,3,3,2,3,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,31,0,0,1464,0,0,0,0,0,0,0,0,0,1,2509,0.00107088955965909
346,1510,219,75,12,5,2,5,9,8,19,16,7,6,6,11,0,3,5,5,7,0,0,2,2,1,1,4,0,2,0,0,2,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,97,11,6,2305,0,0,0,0,1,0,0,0,1,1,9510,0.0748960433467742
1005,400,232,40,23,9,2,8,11,10,10,12,2,6,2,14,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,56,0,0,1796,0,0,0,0,0,0,0,0,0,1,3069,0.00130990835336538
393,1508,214,73,11,5,2,4,9,8,19,16,7,6,6,11,0,3,5,5,7,0,0,2,2,1,1,4,0,2,0,0,2,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,97,10,5,2339,0,0,0,0,1,0,0,0,0,2,17378,0.136860509072581
343,1512,214,80,12,5,2,5,9,8,19,16,7,6,6,11,0,4,5,5,7,0,0,2,2,1,1,4,0,2,0,0,2,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,98,11,5,2304,1,1,0,0,1,0,0,0,1,1,9325,0.0734390751008065
2257,1430,689,232,91,67,35,28,19,16,25,28,14,26,12,11,3,9,7,7,4,4,5,1,2,1,1,0,0,0,0,2,0,0,0,4,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,160,15,0,5039,0,0,0,0,0,0,0,0,0,1,9986,0.0146866763930723
28898,317,1051,59,397,22,177,32,98,18,59,29,40,30,22,14,6,9,8,5,7,6,9,1,4,11,4,5,2,1,1,3,0,1,2,4,4,1,0,2,1,1,3,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31069,272,29,0,31371,1,2,0,0,0,0,0,0,0,1,41209,0.0170521881620763
1179,305,121,42,21,8,8,7,7,13,14,17,7,10,0,8,2,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,66,0,0,1777,0,0,0,0,0,0,0,0,0,1,3156,0.00134469077225131
904,365,109,112,14,9,3,7,2,4,8,6,1,4,4,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,31,0,0,1560,0,0,0,0,0,0,0,0,0,1,2511,0.00107174319820804
7870,542,991,70,294,22,106,25,47,14,30,11,16,12,16,8,14,6,9,4,3,3,4,0,4,12,4,6,2,1,1,4,0,1,2,4,3,1,0,2,1,1,3,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9981,165,31,0,10178,1,2,0,0,0,0,0,0,0,1,17474,0.0142558780818118
4896,229,36,12,15,16,13,21,23,10,15,17,4,11,6,6,5,6,5,6,3,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5271,89,0,0,5360,0,0,0,0,0,0,0,0,0,1,7304,0.024097339527027
1019,431,217,38,15,8,5,11,5,16,12,10,2,14,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,52,0,0,1817,0,0,0,0,0,0,0,0,0,1,2976,0.00127021416083916
144,133,53,22,1,1,2,2,3,4,8,12,3,8,2,4,1,2,2,4,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,53,0,0,418,0,0,0,0,0,0,0,0,0,1,1335,0.00248799797232824
259,67,8,2,2,1,0,4,2,3,6,4,1,2,2,5,4,1,2,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,35,0,0,383,0,0,0,0,0,0,0,0,0,1,1007,0.0153656005859375
14903,6696,1482,534,316,114,38,25,21,9,12,14,8,8,6,9,4,3,5,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24138,77,0,0,24215,0,0,0,0,0,0,0,0,0,1,29392,0.0221474729938272
1174,291,122,44,19,8,7,5,6,13,12,16,0,10,4,8,2,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,62,0,0,1751,0,0,0,0,0,0,0,0,0,1,3071,0.00130847444917103
2724,1729,683,217,52,25,26,25,15,14,17,11,12,12,13,8,14,6,9,4,3,3,4,0,4,12,4,6,2,1,1,4,0,1,2,4,3,1,0,2,1,1,3,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5510,145,31,0,5687,1,2,0,0,0,0,0,0,0,1,11515,0.00958385351643779
20110,797,1050,206,238,15,68,21,31,15,23,17,9,26,9,8,6,6,6,5,4,4,7,1,3,10,4,5,2,1,1,3,0,1,2,4,4,1,0,2,1,1,3,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22551,156,29,0,22737,1,2,0,0,0,0,0,0,0,1,29581,0.011518219821571
2507,795,313,55,27,29,12,18,6,20,13,13,6,17,12,8,8,12,13,6,7,7,8,3,4,2,3,3,3,5,3,2,3,2,1,3,6,0,2,0,3,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3782,153,32,4,3972,5,3,1,0,0,0,0,0,0,1,10508,0.0557702105978261
77754,43793,3696,1228,329,219,77,72,68,78,84,74,68,74,77,78,42,50,42,42,31,27,33,22,17,19,14,6,4,3,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127314,807,11,3,128135,0,0,0,0,0,0,0,0,0,1,149860,0.101630316840278
1038,439,197,32,27,11,7,10,5,16,12,10,2,14,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,52,0,0,1834,0,0,0,0,0,0,0,0,0,1,3043,0.00129881105222902
933,377,176,28,19,5,6,10,3,4,6,7,3,4,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,29,0,0,1590,0,0,0,0,0,0,0,0,0,1,2312,0.00073978129095675
12522,2154,521,175,71,18,16,6,14,14,26,36,20,12,8,10,8,7,7,6,5,1,2,3,3,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15511,158,3,0,15672,0,0,0,0,0,0,0,0,0,1,19261,0.0228271484375
