asm_misc_Virtual,asm_misc_Offset,asm_misc_loc,asm_misc_Import,asm_misc_Imports,asm_misc_var,asm_misc_Forwarder,asm_misc_UINT,asm_misc_LONG,asm_misc_BOOL,asm_misc_WORD,asm_misc_BYTES,asm_misc_large,asm_misc_short,asm_misc_dd,asm_misc_db,asm_misc_dw,asm_misc_XREF,asm_misc_ptr,asm_misc_DATA,asm_misc_FUNCTION,asm_misc_extrn,asm_misc_byte,asm_misc_word,asm_misc_dword,asm_misc_char,asm_misc_DWORD,asm_misc_stdcall,asm_misc_arg,asm_misc_locret,asm_misc_asc,asm_misc_align,asm_misc_WinMain,asm_misc_unk,asm_misc_cookie,asm_misc_off,asm_misc_nullsub,asm_misc_DllEntryPoint,asm_misc_System32,asm_misc_dll,asm_misc_CHUNK,asm_misc_BASS,asm_misc_HMENU,asm_misc_DLL,asm_misc_LPWSTR,asm_misc_void,asm_misc_HRESULT,asm_misc_HDC,asm_misc_LRESULT,asm_misc_HANDLE,asm_misc_HWND,asm_misc_LPSTR,asm_misc_int,asm_misc_HLOCAL,asm_misc_FARPROC,asm_misc_ATOM,asm_misc_HMODULE,asm_misc_WPARAM,asm_misc_HGLOBAL,asm_misc_entry,asm_misc_rva,asm_misc_COLLAPSED,asm_misc_config,asm_misc_exe,asm_misc_Software,asm_misc_CurrentVersion,asm_misc___imp_,asm_misc_INT_PTR,asm_misc_UINT_PTR,asm_misc_---Seperator,asm_misc_PCCTL_CONTEXT,asm_misc___IMPORT_,asm_misc_INTERNET_STATUS_CALLBACK,asm_misc_.rdata:,asm_misc_.data:,asm_misc_.text:,asm_misc_case,asm_misc_installdir,asm_misc_market,asm_misc_microsoft,asm_misc_policies,asm_misc_proc,asm_misc_scrollwindow,asm_misc_search,asm_misc_trap,asm_misc_visualc,asm_misc____security_cookie,asm_misc_assume,asm_misc_callvirtualalloc,asm_misc_exportedentry,asm_misc_hardware,asm_misc_hkey_current_user,asm_misc_hkey_local_machine,asm_misc_sp-analysisfailed,asm_misc_unableto
3,3,517,18,6,1251,6,15,0,30,0,13,1,183,3053,6938,93,472,297,182,17,86,76,204,1226,0,40,74,70,0,0,75,28,6,0,27,1,0,0,30,9,0,3,6,2,12,0,6,3,16,13,3,32,0,0,0,4,4,3,0,104,10,0,0,0,0,6,0,0,94,0,12,0,0,104,87,0,0,0,1,0,54,0,0,3,0,0,6,0,0,0,0,0,30,0
5,5,10523,0,4,13670,0,4,4,3,0,60,1,2540,642,110768,2,5564,8962,802,55,59,3897,673,4660,23,7,14,1491,16,0,847,0,201,0,105,0,11,0,6,0,0,0,0,1,30,0,0,0,0,0,1,27,0,1,0,3,0,0,24,0,60,2,0,0,0,56,0,0,2024,0,0,0,105,53,164,119,0,0,1,0,227,0,0,0,0,0,6,1,3,0,0,0,15,2
3,3,528,15,5,1576,5,6,7,30,0,15,1,211,2882,4443,77,461,280,166,21,76,71,178,1637,0,29,64,70,0,0,52,19,6,0,24,1,0,0,25,12,0,0,5,0,9,0,7,0,15,0,3,25,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,89,0,10,0,0,91,50,0,0,0,1,0,89,0,0,0,0,0,4,0,0,0,0,0,28,0
3,3,23,12,4,38,4,3,0,10,0,1,0,13,165,784314,40,296,126,106,0,39,3,78,161,0,14,33,4,0,0,70,0,69,0,12,0,0,0,20,0,0,2,4,0,1,0,3,2,10,11,1,10,0,0,2,3,1,3,0,51,1,0,0,0,0,0,0,0,42,0,8,0,50,0,12,0,0,0,1,0,188,0,0,0,0,0,4,0,0,0,0,0,120,0
3,3,508,12,4,510,4,16,7,29,0,204,0,201,507,2136225,115,820,209,529,204,101,108,248,441,59,41,102,101,0,5,200,181,107,10,53,15,0,0,23,7,0,2,6,2,33,0,1,0,17,11,7,77,0,1,0,5,0,0,0,113,204,0,0,0,0,1,0,0,67,0,8,0,115,54,12,0,0,0,3,0,77,0,0,11,0,0,4,0,0,0,0,0,0,2
3,3,138,12,4,26,4,10,0,11,0,2,0,14,174,1055,39,196,105,105,0,39,1,78,145,0,16,38,0,0,0,61,0,64,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,11,9,0,19,2,0,1,2,2,2,0,51,2,0,0,0,0,0,0,0,66,0,6,0,50,0,21,0,0,0,1,0,55,0,0,0,0,0,4,0,0,0,0,0,27,0
3,3,32,12,4,31,4,7,0,13,0,2,0,15,166,1085,42,159,87,85,0,39,1,78,126,0,14,38,0,0,0,67,0,62,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,10,9,1,18,1,0,0,3,2,2,0,51,2,0,0,0,0,0,0,0,43,0,8,0,50,0,6,0,0,0,1,0,63,0,0,0,0,0,4,0,0,0,0,0,8,0
3,3,31,12,4,27,4,6,0,13,0,2,0,15,165,1073,39,163,191,102,0,39,1,78,228,1,11,33,0,0,0,66,0,59,0,12,0,0,0,20,0,0,0,4,0,2,0,3,3,8,10,1,5,0,0,2,3,2,3,0,51,2,0,0,0,0,0,1,1,40,0,8,0,50,0,10,0,0,0,1,0,50,0,0,0,0,0,4,0,0,0,0,0,6,0
3,3,30,12,4,27,4,7,0,13,0,2,0,13,171,1057,42,160,173,102,0,39,1,78,211,0,14,38,0,0,0,62,0,60,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,10,9,1,18,0,0,1,3,2,3,0,51,2,0,0,0,0,0,0,0,39,0,8,0,50,0,11,0,0,0,1,0,49,0,0,0,0,0,4,0,0,0,0,0,3,0
4,4,2439,0,3,344,0,16,9,31,0,644,16,996,897,909143,10,1946,886,848,644,94,354,35,933,292,48,116,189,39,103,411,1,235,10,205,4,0,0,8,13,0,1,4,3,253,0,0,2,19,8,7,249,0,1,1,6,1,0,0,0,644,0,0,0,0,1,0,0,672,0,0,0,180,56,962,36,0,0,17,0,171,0,0,11,14,0,4,0,0,0,0,0,0,2
3,3,14,12,4,20,4,13,0,10,1,2,0,6,154,1049,39,196,53,111,0,41,5,78,92,0,15,34,0,0,0,48,0,32,0,12,0,0,0,20,0,0,0,4,0,0,0,4,3,9,13,4,9,4,0,1,2,2,0,0,51,2,0,0,0,0,0,0,0,24,0,6,0,49,0,37,0,0,0,1,0,51,0,0,0,0,0,4,0,0,0,0,0,25,0
3,3,20,12,4,8,4,9,0,16,0,2,0,8,155,1066,39,177,38,102,0,41,5,78,78,0,14,34,0,0,0,40,0,17,0,12,0,0,0,22,0,0,0,4,0,1,0,2,2,11,12,0,7,4,0,0,2,2,0,0,51,2,0,0,0,0,0,1,1,16,0,6,0,48,0,35,0,0,0,1,0,34,4,0,0,0,0,4,0,0,0,0,0,23,0
3,3,141,12,4,34,4,8,0,10,0,2,0,14,173,1080,39,189,103,98,0,39,1,78,140,0,17,38,0,0,0,65,0,51,0,12,0,0,0,20,0,0,0,4,3,3,0,4,3,9,10,1,10,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,68,0,6,0,50,0,33,0,0,0,1,0,49,0,0,0,0,0,4,0,0,0,0,0,20,0
3,3,516,3,1,1033,1,13,8,22,0,250,3,192,766,6567,84,899,343,607,247,73,96,162,516,98,49,83,281,2,79,269,6,155,17,108,1,0,0,11,9,0,0,4,2,117,0,0,0,26,0,6,134,0,1,0,4,0,0,0,83,250,1,0,0,0,1,0,0,110,0,2,0,226,85,1,0,0,0,3,0,175,0,0,11,0,3,4,0,0,0,0,0,0,4
3,3,96,12,4,18,4,9,0,15,0,2,0,19,165,1011,39,189,136,102,0,41,5,78,130,0,14,39,0,0,0,58,0,47,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,8,10,0,19,2,1,0,2,2,1,0,51,2,0,0,0,0,0,0,0,38,0,6,0,49,0,39,0,0,0,1,0,60,0,0,0,0,0,4,0,0,0,0,0,31,0
3,3,135,12,4,38,4,9,0,13,0,2,0,13,171,1033,56,187,94,97,0,39,1,78,135,0,16,39,0,0,0,60,0,45,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,9,10,0,20,2,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,66,0,6,0,50,0,18,0,0,0,1,0,56,0,0,0,0,0,4,0,0,0,0,0,21,0
3,3,496,9,3,343,3,24,11,50,0,208,0,193,115667,52501,170,855,157,583,208,141,69,343,505,61,57,142,95,0,5,216,187,99,10,57,17,0,0,23,7,0,1,5,2,32,0,3,2,33,31,7,88,3,1,0,6,2,3,0,150,208,0,0,0,0,1,1,0,171,0,6,0,152,54,20,0,0,0,3,0,72,0,0,11,0,0,6,0,0,0,0,0,0,2
3,3,19,12,4,21,4,13,0,10,1,2,0,9,154,1060,39,199,67,111,0,41,5,78,107,0,15,34,0,0,0,45,0,34,0,12,0,0,0,22,0,0,0,4,0,0,0,4,3,9,13,4,9,4,0,1,2,2,0,0,51,2,0,0,0,0,0,0,0,21,0,6,0,48,0,30,0,0,0,1,0,52,0,0,0,0,0,4,0,0,0,0,0,29,0
3,3,502,18,6,1251,6,15,0,30,0,13,1,184,3118,6454,89,472,290,182,17,86,72,202,1229,0,40,74,70,0,0,70,28,6,0,27,1,0,0,30,9,0,3,6,2,12,0,6,3,16,13,3,30,0,0,0,4,4,3,0,104,10,0,0,0,0,6,0,0,93,0,12,0,0,104,84,0,0,0,1,0,59,0,0,2,0,0,4,0,0,0,0,0,35,0
4,4,174,0,10,220,0,16,9,20,0,4,2,80,42400,26915,4340,106,442,1569,3,101,98,46,367,0,46,99,0,1,0,123,0,3,0,2,0,0,0,10,3,0,0,0,1,17,6,0,0,17,2,17,52,6,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,1,0,22,0,0,23,0,0,12,0,0,0,0,0,1,0
3,3,650,24,8,1030,8,17,9,23,0,40,3,310,246,820,124,846,658,450,40,116,122,308,614,55,48,92,134,2,20,195,2,18,51,21,0,0,0,55,0,0,1,8,13,29,2,0,2,21,10,42,127,0,1,1,3,1,0,0,139,40,1,5,0,0,23,4,4,74,0,16,0,136,0,0,0,0,0,1,0,101,0,0,0,0,21,4,0,0,0,0,0,1,0
3,3,498,9,3,351,3,12,6,21,0,207,0,194,502,2216874,92,778,118,513,207,78,119,184,423,58,44,79,97,0,5,192,173,101,10,53,21,0,0,18,7,0,0,5,2,24,0,1,0,18,8,6,73,0,1,0,5,0,0,0,87,207,0,0,0,0,1,0,0,74,0,6,0,91,54,12,0,0,0,3,0,62,0,0,11,0,0,4,0,0,0,0,0,0,2
3,3,737,15,5,700,5,23,10,59,1,245,18,296,696,3715212,186,1103,413,697,245,173,94,446,669,81,88,182,172,2,5,292,173,154,10,177,3,0,0,27,7,0,4,7,8,124,1,3,2,40,24,21,160,3,1,1,9,1,4,0,188,245,0,0,0,0,1,0,0,145,0,10,0,239,56,46,0,0,0,6,0,114,0,0,11,3,0,4,0,0,0,0,0,0,2
3,3,31,12,4,29,4,5,0,14,0,2,0,14,169,1061,42,159,200,100,0,39,1,78,238,0,12,33,0,0,0,66,0,52,0,12,0,0,0,20,0,0,0,4,0,2,0,3,3,9,10,3,5,0,0,2,3,2,3,0,51,2,0,0,0,0,0,0,0,37,0,8,0,50,0,7,0,0,0,1,0,57,0,0,0,0,0,4,0,0,0,0,0,7,0
3,3,9,12,4,10,4,3,0,11,0,1,0,5,154,784376,39,114,30,77,0,39,4,78,67,1,14,33,4,0,0,40,0,15,0,12,0,0,0,20,0,0,2,4,0,1,0,3,2,10,11,3,10,0,0,0,3,1,3,0,51,1,0,0,0,0,0,0,0,11,0,8,0,50,0,3,0,0,0,1,0,47,0,0,0,0,0,4,0,0,0,0,0,23,0
5,5,6804,0,3,7030,0,4,4,3,0,66,1,1888,509,12761,1,3651,3748,739,61,65,445,96,3381,32,7,14,1527,21,2,609,0,109,0,233,0,3,0,5,0,0,0,0,1,35,0,0,0,0,0,1,312,0,1,0,3,0,0,58,0,66,4,0,0,0,62,0,0,1377,0,0,0,273,2,253,178,0,0,1,0,186,0,0,0,0,0,6,1,3,0,0,0,1,0
4,4,154,6,3,522,3,6,0,20,0,1,1,20,127,67684,25,87,120,12,0,46,3,7,155,0,18,47,26,4,0,28,0,1,0,0,0,13,0,10,0,0,4,5,0,6,6,0,0,5,4,8,10,0,0,1,1,0,2,0,6,1,0,0,0,0,0,0,0,75,0,3,0,6,0,0,0,0,0,1,0,11,0,0,1,0,0,6,0,0,0,0,0,3,0
3,3,2090,21,7,4035,7,17,8,44,0,317,10,747,1037,25633,147,2067,1795,1031,319,125,325,633,1576,231,83,153,2169,45,113,497,2,192,61,163,3,0,0,92,12,0,1,9,16,186,5,0,1,35,7,43,304,0,1,0,5,0,0,0,152,316,1,3,0,2,1,0,0,402,0,14,0,340,131,4,0,0,0,12,0,225,0,0,11,1,25,4,0,0,0,0,0,1,4
2,2,660,6,2,172,2,15,13,22,0,121,9,304,222,406309,77,728,451,295,127,75,56,151,562,35,41,76,196,15,3,212,1,34,0,58,3,0,0,11,10,0,0,2,2,18,0,0,0,20,4,9,28,3,1,0,5,0,0,0,81,118,0,0,0,0,1,1,0,161,0,4,0,0,94,123,0,0,0,5,0,124,0,0,7,0,0,3,1,0,0,0,0,0,2
2,2,1598,24,8,445,8,8,16,19,5,24,0,787,412,698,131,1319,982,458,27,113,161,298,1024,27,48,128,628,20,2,146,0,27,24,201,2,11,0,42,9,0,0,13,19,84,9,0,0,13,3,2,166,0,1,0,18,1,2,5,148,21,1,3,1,2,28,0,0,447,0,16,0,0,18,332,0,0,0,7,0,245,0,0,0,0,24,4,0,5,4,2,2,9,0
3,3,681,27,9,508,9,20,9,34,0,7,0,367,66001,822,127,577,357,185,6,115,91,294,330,2,29,97,0,47,0,85,28,4,0,27,1,0,0,45,0,0,0,9,3,20,8,19,0,6,10,2,55,0,1,0,6,0,1,0,142,7,0,0,0,0,3,1,0,21,0,18,0,141,0,183,0,0,0,1,0,42,0,0,1,0,0,4,0,0,0,0,0,0,0
3,3,143,12,4,20,4,12,0,9,1,2,0,15,174,1085,39,191,105,99,0,39,1,78,142,0,17,34,0,0,0,70,0,53,0,12,0,0,0,20,0,0,0,4,0,1,0,3,3,9,14,4,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,67,0,6,0,49,0,31,0,0,0,1,0,50,0,0,0,0,0,4,0,0,0,0,0,23,0
2,2,6,3,1,0,1,0,0,2,0,3,0,3,37,18,11,39,9,31,0,6,0,14,21,0,4,9,0,0,2,9,0,3,0,13,0,11,0,12,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,4,22,3,0,0,0,0,0,0,0,3,0,2,0,0,0,19,0,0,0,1,0,13,0,0,0,0,0,4,0,4,0,0,0,0,0
3,3,30,0,4,46,0,4,0,15,0,2,0,13,144,2495,1,132,120,57,0,0,3,0,120,0,12,37,0,0,0,44,0,71,0,0,0,0,0,4,0,0,0,0,3,2,5,4,3,11,10,0,17,2,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,52,0,0,0,0,0,10,0,0,0,1,0,62,0,0,0,0,0,4,0,0,0,0,0,14,0
3,3,132,12,4,32,4,8,0,11,0,2,0,11,176,1046,39,188,92,99,0,39,1,78,132,0,14,33,0,0,0,60,0,52,0,12,0,0,0,20,0,0,0,4,0,2,0,3,3,11,9,0,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,73,0,6,0,50,0,23,0,0,0,1,0,59,0,0,0,0,0,4,0,0,0,0,0,23,0
3,3,758,24,8,819,8,6,2,27,1,7,0,434,65902,1375,90,610,458,152,6,89,116,201,425,7,16,66,0,81,0,61,60,4,0,24,1,0,0,35,0,0,1,8,3,16,5,3,2,5,26,1,30,0,0,0,3,2,0,0,113,7,0,0,0,0,3,1,0,20,0,16,0,112,0,127,0,0,0,1,0,47,0,0,0,0,0,4,0,0,0,0,0,0,0
3,3,27,0,4,38,0,4,0,15,0,2,0,12,150,2485,1,130,114,54,0,0,3,0,110,0,12,38,0,0,0,45,0,69,0,4,0,0,0,4,0,0,0,0,3,2,5,4,3,11,10,0,18,2,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,49,0,0,0,0,0,12,0,0,0,1,0,58,0,0,0,0,0,4,0,0,0,0,0,14,0
5,5,370,4,2,2626,0,3,8,6,0,4,0,158,153,22963,7,300,819,80,2,20,112,95,675,1,9,20,98,6,2,62,0,56,0,11,0,2,0,25,0,0,0,0,0,2,0,0,0,3,2,1,5,4,1,0,3,0,0,3,19,4,0,0,0,0,1,0,0,151,0,0,0,12,17,59,0,0,0,1,0,80,0,0,0,0,0,6,0,3,0,0,0,0,0
3,3,2091,21,7,4035,7,19,8,41,0,317,10,774,1033,25658,143,2055,1795,1023,319,121,325,625,1572,231,84,149,2169,45,113,497,2,192,62,163,3,0,0,92,12,0,2,9,16,186,5,0,1,34,5,43,306,0,1,0,5,0,0,0,148,316,1,3,0,2,1,0,0,401,0,14,0,336,131,4,0,0,0,12,0,223,0,0,11,1,25,4,0,0,0,0,0,1,4
3,3,33,0,4,34,0,3,0,15,0,2,0,16,147,2499,1,127,101,50,0,0,3,0,97,0,12,33,0,0,0,44,0,60,0,4,0,0,0,4,0,0,0,0,0,2,0,3,2,11,9,0,6,2,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,48,0,0,0,0,0,11,0,0,0,1,0,59,0,0,0,0,0,4,0,0,0,0,0,17,0
3,3,43,12,4,47,4,12,0,17,0,2,0,21,64,2862,39,259,121,124,0,41,4,78,159,0,14,39,0,0,0,72,0,63,0,12,0,0,0,22,0,0,1,4,0,1,5,4,1,10,12,3,20,3,0,0,2,1,1,0,51,2,0,0,0,0,0,2,1,89,0,6,0,48,0,51,0,0,0,1,0,77,4,0,0,0,0,5,0,0,0,0,0,71,0
3,3,2091,21,7,4035,7,17,8,40,0,317,10,717,1032,25661,142,2053,1795,1022,319,120,325,623,1571,231,83,148,2169,45,113,496,2,192,62,163,3,0,0,92,12,0,1,9,16,186,5,0,1,34,5,43,303,0,1,0,5,0,0,0,147,316,1,3,0,2,1,0,0,401,0,14,0,335,131,4,0,0,0,12,0,223,0,0,11,1,25,4,0,0,0,0,0,1,4
3,3,13,12,4,17,4,12,0,9,1,2,0,6,154,1033,39,195,54,110,0,41,5,78,94,0,16,34,0,0,0,49,0,34,0,12,0,0,0,20,0,0,0,4,0,1,0,3,3,9,14,4,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,23,0,6,0,48,0,29,0,0,0,1,0,52,0,0,0,0,0,4,0,0,0,0,0,28,0
3,3,10,12,4,17,4,11,0,11,1,2,0,3,155,1055,39,174,39,104,0,41,5,78,80,0,15,34,0,0,0,36,0,17,0,12,0,0,0,22,0,0,0,4,0,0,0,2,3,9,15,4,9,4,0,1,2,3,0,0,51,2,0,0,0,0,0,0,0,14,0,6,0,49,0,36,0,0,0,1,0,41,4,0,0,0,0,4,0,0,0,0,0,21,0
3,3,30,0,4,43,0,4,0,15,0,3,0,14,148,2491,1,134,129,56,1,0,3,0,124,0,12,37,0,0,0,41,0,71,0,2,1,0,0,4,0,0,0,0,3,2,5,4,3,11,10,0,17,2,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,48,0,0,0,0,0,12,0,0,0,1,0,61,0,0,0,0,0,4,0,0,0,0,0,18,0
4,4,11359,0,3,4493,0,20,6,36,3,114,27,5454,526,9023,22,6521,3397,1434,110,102,789,439,2842,62,75,105,2276,31,44,514,0,271,0,253,20,18,0,15,0,0,0,22,1,18,0,0,0,41,3,28,386,2,1,0,7,0,3,21,0,114,0,8,0,0,102,1,1,2377,0,0,0,0,263,339,90,0,0,1,0,657,0,0,0,0,0,4,3,8,0,0,0,4,2
3,3,644,24,8,564,8,44,17,95,0,234,0,281,95785,53139,342,1170,392,798,234,265,111,593,703,58,112,265,267,4,2,362,212,96,10,57,13,0,0,41,7,0,3,10,8,39,1,15,4,51,48,24,132,3,1,1,14,4,7,0,284,234,0,0,0,0,1,7,5,324,0,16,0,285,116,46,47,0,0,78,0,156,0,0,11,75,0,4,0,0,0,0,0,48,2
3,3,5335,21,7,1857,7,17,16,21,4,76,112,2548,2169,20030,185,4596,3176,1700,137,171,481,413,2956,121,52,224,2199,222,11,814,0,904,234,1236,10,7,0,42,96,0,0,7,2,288,15,0,0,16,0,23,753,9,1,0,19,0,7,4,274,44,1,0,2,0,45,0,0,1703,0,14,0,1434,55,863,84,0,0,1,0,907,0,0,4,0,79,4,0,4,4,2,2,9,0
3,3,584,21,7,622,7,10,9,21,0,7,0,339,7486,675,87,493,374,145,6,86,61,203,387,2,31,71,0,65,0,57,38,4,0,21,1,0,0,35,0,0,0,7,1,12,6,4,1,9,11,3,33,0,0,0,4,1,0,0,107,7,0,0,0,0,3,1,1,18,0,14,0,104,0,142,0,0,0,1,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0
7,7,792,12,4,1603,4,59,7,115,2,3,0,0,6018,24182,264,1161,473,787,0,215,63,563,3555,0,64,214,350,6,2,144,0,45,0,412,0,0,0,20,0,0,8,4,11,8,0,3,6,47,68,14,63,6,1,5,6,6,3,32,297,3,0,7,0,0,0,6,4,270,0,8,0,0,32,0,0,0,0,1,0,76,3,3,0,0,0,8,0,32,0,0,0,1,0
3,3,2754,9,3,569,3,20,7,25,0,20,0,1221,561,14732,91,2067,840,691,17,91,256,231,977,11,35,76,650,20,4,436,0,100,0,274,3,15,0,22,0,0,0,11,4,7,0,15,0,15,0,11,111,0,1,0,5,0,0,4,97,20,0,0,0,0,17,0,0,712,0,6,0,94,221,190,200,0,0,5,0,225,0,0,0,0,0,4,0,4,0,0,0,0,4
3,3,33,0,4,52,0,3,0,15,0,2,0,14,152,2493,1,131,136,52,0,0,3,0,132,0,12,33,0,0,0,47,0,68,0,2,0,0,0,4,0,0,0,0,0,2,0,3,2,11,9,0,6,2,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,53,0,0,0,0,0,17,0,0,0,1,0,57,0,0,0,0,0,4,0,0,0,0,0,19,0
3,3,1070,3,1,124,1,14,0,13,0,5,10,465,182,1745,44,773,238,259,2,43,78,88,395,6,30,44,199,23,4,108,0,47,0,66,0,11,0,7,0,0,0,1,2,7,0,0,0,11,0,5,38,0,1,0,3,0,0,0,46,5,0,0,0,0,1,0,0,182,0,2,0,51,23,5,0,0,0,5,0,89,0,0,0,0,0,4,0,0,0,0,0,0,4
3,3,38,12,4,49,4,12,0,15,0,2,0,18,64,2826,39,223,138,132,0,41,4,78,173,0,13,39,0,0,0,116,0,76,0,12,0,0,0,20,0,0,1,4,0,1,5,4,1,10,12,1,18,3,0,0,2,0,1,0,51,2,0,0,0,0,0,3,1,95,0,6,0,50,0,36,0,0,0,1,0,75,0,0,0,0,0,5,0,0,0,0,0,65,0
3,3,446,21,7,294,7,42,17,83,1,206,0,171,108432,47853,234,865,100,622,206,221,38,466,523,58,91,222,95,0,5,259,102,101,10,59,19,0,0,38,7,0,5,9,5,29,1,10,3,44,46,17,115,3,1,1,12,3,7,0,235,206,0,0,0,0,1,5,4,66,0,14,0,235,54,12,0,0,0,3,0,84,0,0,11,0,0,4,0,0,0,0,0,0,2
3,3,432,27,9,914,9,7,3,31,1,7,0,224,58262,1540,99,415,505,163,6,99,135,299,378,0,43,87,0,24,0,70,23,4,0,27,1,0,0,40,0,0,1,9,8,9,6,10,1,9,25,3,44,0,0,0,3,0,1,0,126,7,0,0,0,0,3,3,2,20,0,18,0,123,0,23,0,0,0,1,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0
3,3,583,15,5,1574,5,6,7,30,0,17,1,237,2773,5159,87,500,332,166,25,76,75,177,1640,0,29,64,72,3,0,57,19,6,0,24,3,0,0,25,15,0,0,5,0,9,0,7,0,15,0,3,27,1,0,0,3,0,2,0,91,12,0,0,0,0,7,0,0,104,0,10,0,0,91,88,0,0,0,1,0,90,0,0,0,0,0,4,0,0,0,0,0,33,0
3,3,5758,18,6,6005,6,13,31,10,0,22,17,2618,4075,5685,154,7204,4288,3898,29,152,650,371,8143,309,17,192,3364,131,43,1347,0,276,0,626,26,8,0,136,15,0,0,6,0,2342,15,0,0,6,3,3,1566,0,1,0,6,0,0,1,164,17,0,0,0,1,14,3,3,696,0,12,0,426,207,58,225,0,0,7,0,1140,0,0,0,0,0,4,0,1,0,0,0,6,0
3,3,27,12,4,39,4,8,0,15,0,2,0,12,166,1036,39,152,97,81,0,39,2,78,135,0,11,38,0,0,0,63,0,53,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,7,9,0,18,3,1,0,3,2,0,0,51,2,0,0,0,0,0,0,0,42,0,8,0,49,0,4,0,0,0,1,0,55,0,0,0,0,0,4,0,0,0,0,0,6,0
3,3,618,15,5,1574,5,6,7,30,0,17,1,257,2623,6380,103,506,313,166,25,76,75,175,1636,0,29,64,70,4,0,65,19,6,0,24,3,0,0,25,15,0,0,5,0,9,0,7,0,15,0,3,28,1,0,0,3,0,2,0,91,12,0,0,0,0,7,0,0,128,0,10,0,0,91,72,0,0,0,1,0,91,0,0,1,0,0,4,0,0,0,0,0,33,0
4,4,219,0,3,12,0,3,3,15,0,13,0,77,249,35938,0,107,67,7,29,45,10,2,68,0,19,45,0,0,0,1,0,4,0,0,2,6,0,2,28,0,1,1,0,6,8,0,0,3,4,6,12,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,119,0,0,0,56,0,8,0,0,0,1,0,20,0,0,3,0,0,4,0,0,0,0,0,14,0
4,4,214,0,8,402,0,11,1,13,0,4,6,91,9543,3037,304,136,325,1569,1,68,65,44,272,0,26,65,24,0,0,222,0,3,0,2,2,0,0,8,0,0,0,0,3,9,0,0,0,7,2,11,21,6,2,0,9,0,0,0,0,4,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,1,0,27,0,0,1,0,0,5,0,0,0,0,0,4,0
3,3,142,12,4,25,4,8,0,10,0,2,0,16,175,1088,39,187,93,94,0,39,1,78,130,0,17,38,0,0,0,61,0,41,0,12,0,0,0,22,0,0,0,4,3,3,0,4,3,9,10,1,10,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,65,0,6,0,50,0,25,0,0,0,1,0,52,0,0,0,0,0,4,0,0,0,0,0,21,0
2,2,11442,18,6,1319,6,44,19,36,3,346,212,3795,3245,7996,164,7603,5329,2609,1015,139,443,361,6559,63,89,246,3418,239,5,508,0,105,0,753,9,6,0,48,1008,0,0,11,5,18,22,0,1,35,1,31,543,0,3,0,14,0,2,4,150,10,0,0,4,0,2,4,4,2686,0,12,0,0,58,2438,57,0,0,9,0,1290,0,0,0,0,0,4,0,4,4,2,2,54,4
3,3,11,12,4,19,4,9,0,16,0,2,0,3,154,1058,39,175,41,104,0,41,5,78,82,0,14,34,0,0,0,42,0,19,0,12,0,0,0,22,0,0,0,4,0,1,0,2,2,11,12,0,7,4,0,0,2,2,0,0,51,2,0,0,0,0,0,1,1,16,0,6,0,48,0,31,0,0,0,1,0,35,4,0,0,0,0,4,0,0,0,0,0,22,0
4,4,21,0,4,0,0,3,0,17,0,18,0,9,126,2386,1,105,12,59,16,0,0,2,3,0,4,39,0,0,0,79,0,5,0,3,0,0,0,4,0,0,0,0,0,1,1,2,0,6,16,6,10,0,0,1,1,0,0,0,0,18,0,0,0,0,0,0,0,63,0,0,0,1,0,44,0,0,0,1,0,37,0,0,0,0,0,5,0,0,0,0,0,0,0
3,3,32,12,4,28,4,3,0,11,0,1,0,17,166,784312,40,298,110,105,0,39,3,78,144,0,13,33,0,0,0,70,0,69,0,12,0,0,0,20,0,0,2,4,0,1,0,3,2,10,11,0,11,0,0,2,3,1,3,0,51,1,0,0,0,0,0,0,0,46,0,8,0,50,0,7,0,0,0,1,0,179,0,0,0,0,0,4,0,0,0,0,0,170,0
